cell, t, row, column, v_row, v_column, region
5,84,455,747,6,0,1
5,85,456,749,1,2,1
5,86,443,752,-13,3,1
5,87,436,754,-7,2,1
5,88,436,754,0,0,1
5,89,441,740,5,-14,1
5,90,447,742,6,2,1
5,91,442,734,-5,-8,1
5,92,442,736,0,2,1
5,93,444,736,2,0,1
5,94,429,677,-15,-59,1
5,95,431,678,2,1,1
5,96,432,662,1,-16,1
5,97,433,653,1,-9,2
5,98,436,649,3,-4,2
6,0,331,728,0,0,1
6,1,322,731,-9,3,1
6,2,327,734,5,3,1
6,3,336,716,9,-18,1
6,4,336,716,0,0,1
6,5,335,714,-1,-2,1
6,6,356,705,21,-9,1
6,7,356,711,0,6,1
6,8,353,716,-3,5,1
6,9,360,707,7,-9,1
6,10,353,710,-7,3,1
6,11,364,710,11,0,1
6,12,363,700,-1,-10,1
6,13,365,699,2,-1,1
6,14,360,701,-5,2,1
6,15,358,699,-2,-2,1
6,16,347,667,-11,-32,1
6,17,354,651,7,-16,2
6,18,347,642,-7,-9,2
6,19,357,640,10,-2,2
6,20,358,644,1,4,2
6,21,369,663,11,19,2
6,22,369,659,0,-4,2
6,23,375,649,6,-10,2
6,24,373,651,-2,2,2
6,25,382,645,9,-6,2
6,26,391,644,9,-1,2
6,27,382,638,-9,-6,2
6,28,388,632,6,-6,2
6,29,387,630,-1,-2,2
6,30,393,629,6,-1,3
6,31,392,620,-1,-9,3
6,32,398,616,6,-4,3
6,33,403,616,5,0,3
6,34,403,612,0,-4,3
6,35,400,615,-3,3,3
6,36,401,612,1,-3,3
6,37,395,607,-6,-5,3
6,38,391,612,-4,5,3
6,39,391,616,0,4,3
6,40,395,622,4,6,2
6,41,393,620,-2,-2,2
6,42,391,617,-2,-3,2
6,43,386,622,-5,5,2
6,44,385,614,-1,-8,2
6,45,375,606,-10,-8,2
6,46,373,606,-2,0,2
7,0,80,723,0,0,1
7,1,75,729,-5,6,1
7,2,71,732,-4,3,1
7,3,70,732,-1,0,1
7,4,71,735,1,3,1
7,5,77,736,6,1,1
7,6,79,736,2,0,1
7,7,74,743,-5,7,1
7,8,72,753,-2,10,1
7,9,79,751,7,-2,1
7,10,84,751,5,0,1
7,11,99,751,15,0,1
7,12,105,758,6,7,1
7,13,106,765,1,7,1
7,14,105,769,-1,4,1
7,15,113,774,8,5,1
7,16,116,778,3,4,1
7,17,122,776,6,-2,1
7,18,122,769,0,-7,1
7,19,120,772,-2,3,1
7,20,119,766,-1,-6,1
7,21,122,769,3,3,1
7,22,124,771,2,2,1
7,23,127,766,3,-5,1
7,24,134,771,7,5,1
7,25,134,774,0,3,1
7,26,131,771,-3,-3,1
7,27,131,774,0,3,1
7,28,130,773,-1,-1,1
7,29,128,764,-2,-9,1
7,30,123,757,-5,-7,1
7,31,118,756,-5,-1,1
7,32,117,758,-1,2,1
7,33,112,762,-5,4,1
7,34,117,766,5,4,1
7,35,112,773,-5,7,1
7,36,114,776,2,3,1
7,37,106,768,-8,-8,1
7,38,102,768,-4,0,1
7,39,92,757,-10,-11,1
7,40,85,749,-7,-8,1
7,41,98,755,13,6,1
7,42,104,761,6,6,1
7,43,104,770,0,9,1
7,44,108,774,4,4,1
7,45,114,773,6,-1,1
7,46,104,762,-10,-11,1
7,47,94,753,-10,-9,1
7,48,91,752,-3,-1,1
7,49,87,720,-4,-32,1
7,50,90,709,3,-11,1
7,51,88,706,-2,-3,1
7,52,93,704,5,-2,1
7,53,79,645,-14,-59,1
7,54,79,648,0,3,1
7,55,62,655,-17,7,1
7,56,53,647,-9,-8,1
7,57,57,646,4,-1,1
7,58,64,644,7,-2,1
7,59,62,645,-2,1,1
7,60,51,640,-11,-5,1
7,61,65,639,14,-1,1
7,62,62,647,-3,8,1
7,63,64,649,2,2,1
7,64,72,650,8,1,1
7,65,80,649,8,-1,1
7,66,89,649,9,0,1
7,67,95,651,6,2,1
7,68,84,646,-11,-5,1
7,69,88,643,4,-3,1
7,70,97,637,9,-6,1
7,71,101,627,4,-10,1
7,72,93,620,-8,-7,1
7,73,92,619,-1,-1,1
7,74,97,622,5,3,1
7,75,101,626,4,4,1
7,76,93,629,-8,3,1
7,77,89,624,-4,-5,1
7,78,81,627,-8,3,1
7,79,67,623,-14,-4,1
7,80,77,623,10,0,1
7,81,84,628,7,5,1
7,82,90,631,6,3,1
7,83,95,635,5,4,1
7,84,110,639,15,4,1
7,85,109,639,-1,0,1
7,86,119,632,10,-7,1
7,87,118,633,-1,1,1
7,88,121,635,3,2,1
7,89,82,634,-39,-1,1
7,90,71,638,-11,4,1
7,91,63,625,-8,-13,1
7,92,64,644,1,19,1
7,93,66,651,2,7,1
7,94,59,645,-7,-6,1
7,95,61,648,2,3,1
7,96,68,650,7,2,1
7,97,78,649,10,-1,1
7,98,76,648,-2,-1,1
7,99,67,648,-9,0,1
7,100,67,643,0,-5,1
7,101,72,644,5,1,1
7,102,77,650,5,6,1
7,103,86,653,9,3,1
7,104,84,656,-2,3,1
7,105,82,655,-2,-1,1
7,106,69,664,-13,9,1
7,107,64,640,-5,-24,1
7,108,63,635,-1,-5,1
7,109,71,629,8,-6,1
7,110,81,635,10,6,1
7,111,83,643,2,8,1
7,112,87,641,4,-2,1
7,113,91,637,4,-4,1
7,114,88,633,-3,-4,1
7,115,78,626,-10,-7,1
7,116,79,628,1,2,1
7,117,85,640,6,12,1
7,118,89,655,4,15,1
7,119,88,648,-1,-7,1
8,6,209,897,0,0,1
8,7,212,897,3,0,1
8,8,211,895,-1,-2,1
8,9,218,898,7,3,1
8,10,219,903,1,5,1
8,11,213,910,-6,7,1
8,12,212,914,-1,4,1
8,13,207,905,-5,-9,1
8,14,207,903,0,-2,1
8,15,199,902,-8,-1,1
8,16,191,899,-8,-3,1
8,17,180,895,-11,-4,1
8,18,178,894,-2,-1,1
8,19,173,894,-5,0,1
8,20,170,898,-3,4,1
8,21,161,892,-9,-6,1
8,22,168,893,7,1,1
8,23,172,889,4,-4,1
8,24,176,890,4,1,1
8,25,187,894,11,4,1
8,26,185,894,-2,0,1
8,27,189,898,4,4,1
8,28,185,892,-4,-6,1
8,29,176,888,-9,-4,1
8,30,172,885,-4,-3,1
8,31,148,881,-24,-4,1
8,32,166,884,18,3,1
8,33,177,883,11,-1,1
8,34,180,883,3,0,1
8,35,176,894,-4,11,1
8,36,185,901,9,7,1
8,37,183,909,-2,8,1
8,38,186,906,3,-3,1
8,39,188,900,2,-6,1
8,40,178,894,-10,-6,1
8,41,175,900,-3,6,1
8,42,165,895,-10,-5,1
8,43,155,892,-10,-3,1
8,44,163,894,8,2,1
8,45,176,909,13,15,1
8,46,166,917,-10,8,1
8,47,153,927,-13,10,1
8,48,156,925,3,-2,1
8,49,161,932,5,7,1
8,50,159,930,-2,-2,1
8,51,155,934,-4,4,1
8,52,137,931,-18,-3,1
8,53,129,928,-8,-3,1
8,54,135,925,6,-3,1
8,55,135,931,0,6,1
8,56,120,933,-15,2,1
8,57,119,930,-1,-3,1
8,58,118,928,-1,-2,1
8,59,120,932,2,4,1
8,60,113,936,-7,4,1
8,61,114,947,1,11,1
8,62,114,941,0,-6,1
8,63,121,935,7,-6,1
8,64,118,942,-3,7,1
8,65,121,954,3,12,1
8,66,108,965,-13,11,1
8,67,101,962,-7,-3,1
8,68,103,967,2,5,1
8,69,90,974,-13,7,1
8,70,87,981,-3,7,1
8,71,86,987,-1,6,1
8,72,86,996,0,9,1
8,73,68,999,-18,3,1
8,74,53,999,-15,0,1
8,75,53,995,0,-4,1
8,76,54,996,1,1,1
8,77,40,976,-14,-20,1
8,78,37,963,-3,-13,1
8,79,32,965,-5,2,1
8,80,24,967,-8,2,1
8,81,24,975,0,8,1
8,82,19,984,-5,9,1
8,83,20,988,1,4,1
8,84,22,996,2,8,1
8,85,16,992,-6,-4,1
8,86,14,994,-2,2,1
8,87,11,1005,-3,11,1
8,88,6,1011,-5,6,1
8,89,10,1005,4,-6,1
8,90,6,1007,-4,2,1
8,91,4,1006,-2,-1,1
9,0,396,850,0,0,1
9,1,396,845,0,-5,1
9,2,394,846,-2,1,1
9,3,398,849,4,3,1
9,4,402,851,4,2,1
9,5,402,853,0,2,1
9,6,408,857,6,4,1
9,7,407,858,-1,1,1
9,8,403,861,-4,3,1
9,9,405,861,2,0,1
9,10,405,868,0,7,1
9,11,400,873,-5,5,1
9,12,393,880,-7,7,1
9,13,386,896,-7,16,1
9,14,379,895,-7,-1,1
9,15,383,899,4,4,1
9,16,378,897,-5,-2,1
9,17,372,899,-6,2,1
9,18,362,899,-10,0,1
9,19,364,899,2,0,1
9,20,359,902,-5,3,1
9,21,348,911,-11,9,1
9,22,338,915,-10,4,1
9,23,348,918,10,3,1
9,24,352,924,4,6,1
9,25,341,925,-11,1,1
9,26,344,929,3,4,1
9,27,354,928,10,-1,1
9,28,350,929,-4,1,1
9,29,343,928,-7,-1,1
9,30,349,924,6,-4,1
9,31,352,923,3,-1,1
9,32,354,923,2,0,1
9,33,353,923,-1,0,1
9,34,350,926,-3,3,1
9,35,335,925,-15,-1,1
9,36,322,929,-13,4,1
9,37,305,937,-17,8,1
9,38,294,948,-11,11,1
9,39,287,956,-7,8,1
9,40,280,965,-7,9,1
9,41,274,969,-6,4,1
9,42,265,981,-9,12,1
9,43,264,984,-1,3,1
9,44,268,983,4,-1,1
9,45,268,993,0,10,1
9,46,269,994,1,1,1
9,47,269,994,0,0,1
9,48,267,1007,-2,13,1
9,49,272,1015,5,8,1
9,50,290,1012,18,-3,1
9,51,290,1012,0,0,1
9,52,282,1016,-8,4,1
9,53,268,1011,-14,-5,1
9,54,277,1012,9,1,1
9,55,284,1004,7,-8,1
9,56,266,990,-18,-14,1
9,57,277,984,11,-6,1
9,58,271,984,-6,0,1
9,59,281,988,10,4,1
9,60,278,994,-3,6,1
9,61,270,998,-8,4,1
9,62,277,993,7,-5,1
9,63,281,977,4,-16,1
9,64,283,969,2,-8,1
9,65,285,971,2,2,1
9,66,279,972,-6,1,1
9,67,278,972,-1,0,1
9,68,271,972,-7,0,1
9,69,270,974,-1,2,1
9,70,278,978,8,4,1
9,71,275,980,-3,2,1
9,72,274,979,-1,-1,1
9,73,356,985,82,6,1
9,74,368,982,12,-3,1
9,75,370,969,2,-13,1
9,76,373,961,3,-8,1
9,77,379,963,6,2,1
9,78,385,964,6,1,1
9,79,377,967,-8,3,1
9,80,385,972,8,5,1
9,81,382,974,-3,2,1
9,82,376,980,-6,6,1
9,83,367,980,-9,0,1
9,84,357,983,-10,3,1
9,85,357,986,0,3,1
9,86,359,993,2,7,1
9,87,357,1004,-2,11,1
9,88,354,1010,-3,6,1
9,89,345,1013,-9,3,1
9,90,344,1015,-1,2,1
9,91,337,1013,-7,-2,1
9,92,340,1016,3,3,1
9,93,324,1021,-16,5,1
9,94,320,1023,-4,2,1
9,95,312,1021,-8,-2,1
9,96,327,1009,15,-12,1
9,97,329,1007,2,-2,1
9,98,325,1001,-4,-6,1
9,99,316,995,-9,-6,1
9,100,311,993,-5,-2,1
9,101,316,991,5,-2,1
9,102,313,996,-3,5,1
9,103,303,998,-10,2,1
9,104,305,992,2,-6,1
9,105,313,984,8,-8,1
9,106,310,984,-3,0,1
9,107,316,983,6,-1,1
9,108,320,978,4,-5,1
9,109,311,985,-9,7,1
9,110,308,982,-3,-3,1
9,111,306,979,-2,-3,1
9,112,306,978,0,-1,1
9,113,313,972,7,-6,1
9,114,306,974,-7,2,1
9,115,316,971,10,-3,1
9,116,298,977,-18,6,1
9,117,275,982,-23,5,1
9,118,271,986,-4,4,1
9,119,268,982,-3,-4,1
10,0,417,866,0,0,1
10,1,417,865,0,-1,1
10,2,415,871,-2,6,1
10,3,412,874,-3,3,1
10,4,416,879,4,5,1
10,5,427,876,11,-3,1
10,6,425,879,-2,3,1
10,7,420,883,-5,4,1
10,8,418,887,-2,4,1
10,9,407,889,-11,2,1
10,10,408,892,1,3,1
10,11,413,895,5,3,1
10,12,410,903,-3,8,1
10,13,403,914,-7,11,1
10,14,397,915,-6,1,1
10,15,397,917,0,2,1
10,16,394,918,-3,1,1
10,17,393,917,-1,-1,1
10,18,393,916,0,-1,1
10,19,390,915,-3,-1,1
10,20,377,921,-13,6,1
10,21,354,930,-23,9,1
10,22,356,935,2,5,1
10,23,348,937,-8,2,1
10,24,334,938,-14,1,1
10,25,324,942,-10,4,1
10,26,309,941,-15,-1,1
10,27,313,943,4,2,1
10,28,308,944,-5,1,1
10,29,311,947,3,3,1
10,30,313,949,2,2,1
10,31,324,946,11,-3,1
10,32,332,935,8,-11,1
10,33,337,925,5,-10,1
10,34,318,923,-19,-2,1
10,35,322,914,4,-9,1
10,36,330,915,8,1,1
10,37,334,917,4,2,1
10,38,339,926,5,9,1
10,39,341,947,2,21,1
10,40,340,952,-1,5,1
10,41,340,955,0,3,1
10,42,340,957,0,2,1
10,43,337,960,-3,3,1
10,44,333,963,-4,3,1
10,45,332,965,-1,2,1
10,46,327,964,-5,-1,1
10,47,331,965,4,1,1
10,48,337,963,6,-2,1
10,49,339,957,2,-6,1
10,50,344,955,5,-2,1
10,51,341,955,-3,0,1
10,52,337,959,-4,4,1
10,53,337,960,0,1,1
10,54,334,959,-3,-1,1
10,55,345,959,11,0,1
10,56,350,957,5,-2,1
10,57,358,957,8,0,1
10,58,360,961,2,4,1
10,59,367,958,7,-3,1
10,60,365,957,-2,-1,1
10,61,367,953,2,-4,1
10,62,367,951,0,-2,1
10,63,367,951,0,0,1
10,64,370,954,3,3,1
10,65,371,953,1,-1,1
10,66,371,953,0,0,1
10,67,371,955,0,2,1
10,68,373,955,2,0,1
10,69,373,955,0,0,1
10,70,371,957,-2,2,1
10,71,369,959,-2,2,1
10,72,367,960,-2,1,1
10,73,364,958,-3,-2,1
10,74,364,958,0,0,1
10,75,360,960,-4,2,1
10,76,359,961,-1,1,1
10,77,359,962,0,1,1
10,78,359,962,0,0,1
10,79,359,962,0,0,1
10,80,359,962,0,0,1
10,81,360,962,1,0,1
10,82,360,962,0,0,1
10,83,358,961,-2,-1,1
10,84,349,968,-9,7,1
10,85,340,971,-9,3,1
10,86,337,966,-3,-5,1
10,87,332,970,-5,4,1
10,88,327,975,-5,5,1
10,89,327,975,0,0,1
10,90,324,974,-3,-1,1
10,91,325,976,1,2,1
10,92,324,977,-1,1,1
10,93,321,980,-3,3,1
10,94,317,985,-4,5,1
10,95,314,987,-3,2,1
10,96,314,987,0,0,1
10,97,318,983,4,-4,1
10,98,317,982,-1,-1,1
10,99,313,982,-4,0,1
10,100,313,982,0,0,1
10,101,311,981,-2,-1,1
10,102,305,981,-6,0,1
10,103,303,981,-2,0,1
10,104,301,963,-2,-18,1
10,105,295,959,-6,-4,1
10,106,293,966,-2,7,1
10,107,286,971,-7,5,1
10,108,282,975,-4,4,1
10,109,269,986,-13,11,1
10,110,263,990,-6,4,1
10,111,263,1001,0,11,1
10,112,259,1004,-4,3,1
10,113,256,1008,-3,4,1
10,114,250,1013,-6,5,1
10,115,244,994,-6,-19,1
10,116,237,999,-7,5,1
10,117,234,1002,-3,3,1
10,118,223,1006,-11,4,1
10,119,219,996,-4,-10,1
11,0,239,897,0,0,1
11,1,230,900,-9,3,1
11,2,223,899,-7,-1,1
11,3,222,901,-1,2,1
11,4,224,898,2,-3,1
11,5,217,903,-7,5,1
11,6,214,898,-3,-5,1
11,7,215,890,1,-8,1
11,8,217,896,2,6,1
11,9,214,898,-3,2,1
11,10,213,902,-1,4,1
11,11,215,910,2,8,1
11,12,214,910,-1,0,1
11,13,203,904,-11,-6,1
11,14,197,897,-6,-7,1
11,15,192,903,-5,6,1
11,16,195,899,3,-4,1
11,17,185,896,-10,-3,1
11,18,176,891,-9,-5,1
11,19,167,889,-9,-2,1
11,20,158,893,-9,4,1
11,21,151,891,-7,-2,1
11,22,161,889,10,-2,1
11,23,156,889,-5,0,1
11,24,170,889,14,0,1
11,25,171,890,1,1,1
11,26,176,895,5,5,1
11,27,185,895,9,0,1
11,28,173,889,-12,-6,1
11,29,167,887,-6,-2,1
11,30,172,886,5,-1,1
11,31,155,878,-17,-8,1
11,32,168,880,13,2,1
11,33,174,880,6,0,1
11,34,180,883,6,3,1
11,35,181,899,1,16,1
11,36,182,901,1,2,1
11,37,186,903,4,2,1
11,38,190,904,4,1,1
11,39,183,898,-7,-6,1
11,40,180,895,-3,-3,1
11,41,179,900,-1,5,1
11,42,166,897,-13,-3,1
11,43,158,892,-8,-5,1
11,44,163,896,5,4,1
11,45,167,902,4,6,1
11,46,168,915,1,13,1
11,47,151,935,-17,20,1
11,48,149,934,-2,-1,1
11,49,152,930,3,-4,1
11,50,156,933,4,3,1
11,51,146,930,-10,-3,1
11,52,144,929,-2,-1,1
11,53,137,932,-7,3,1
11,54,131,932,-6,0,1
11,55,128,930,-3,-2,1
11,56,130,930,2,0,1
11,57,123,930,-7,0,1
11,58,119,931,-4,1,1
11,59,117,927,-2,-4,1
11,60,119,931,2,4,1
11,61,120,935,1,4,1
11,62,116,940,-4,5,1
11,63,120,939,4,-1,1
11,64,124,937,4,-2,1
11,65,121,948,-3,11,1
11,66,121,957,0,9,1
11,67,110,968,-11,11,1
11,68,100,966,-10,-2,1
11,69,95,976,-5,10,1
11,70,91,978,-4,2,1
11,71,86,987,-5,9,1
11,72,86,992,0,5,1
11,73,69,989,-17,-3,1
11,74,53,994,-16,5,1
11,75,53,994,0,0,1
11,76,53,997,0,3,1
11,77,39,973,-14,-24,1
11,78,33,964,-6,-9,1
11,79,23,965,-10,1,1
11,80,21,974,-2,9,1
11,81,23,974,2,0,1
11,82,19,984,-4,10,1
11,83,18,991,-1,7,1
11,84,22,997,4,6,1
11,85,20,994,-2,-3,1
11,86,15,999,-5,5,1
11,87,9,1007,-6,8,1
11,88,8,1011,-1,4,1
11,89,13,1010,5,-1,1
11,90,8,1007,-5,-3,1
11,91,11,1006,3,-1,1
11,92,7,1004,-4,-2,1
11,93,12,1004,5,0,1
12,0,173,798,0,0,1
12,1,171,794,-2,-4,1
12,2,174,794,3,0,1
12,3,179,799,5,5,1
12,4,183,800,4,1,1
12,5,182,806,-1,6,1
12,6,185,815,3,9,1
12,7,191,821,6,6,1
12,8,186,821,-5,0,1
12,9,180,823,-6,2,1
12,10,185,823,5,0,1
12,11,191,823,6,0,1
12,12,194,831,3,8,1
12,13,195,838,1,7,1
12,14,192,841,-3,3,1
12,15,204,835,12,-6,1
12,16,214,835,10,0,1
12,17,219,833,5,-2,1
12,18,216,839,-3,6,1
12,19,216,838,0,-1,1
12,20,216,842,0,4,1
12,21,215,845,-1,3,1
12,22,211,840,-4,-5,1
12,23,214,839,3,-1,1
12,24,212,827,-2,-12,1
12,25,212,826,0,-1,1
12,26,220,824,8,-2,1
12,27,224,822,4,-2,1
12,28,240,845,16,23,1
12,29,238,852,-2,7,1
12,30,243,850,5,-2,1
12,31,249,854,6,4,1
12,32,257,856,8,2,1
12,33,259,859,2,3,1
12,34,278,872,19,13,1
12,35,287,869,9,-3,1
12,36,295,867,8,-2,1
12,37,292,856,-3,-11,1
12,38,272,846,-20,-10,1
12,39,259,835,-13,-11,1
12,40,259,832,0,-3,1
12,41,262,825,3,-7,1
12,42,266,822,4,-3,1
12,43,262,826,-4,4,1
12,44,258,819,-4,-7,1
12,45,256,834,-2,15,1
12,46,261,841,5,7,1
12,47,256,841,-5,0,1
12,48,265,842,9,1,1
12,49,262,836,-3,-6,1
12,50,260,836,-2,0,1
12,51,265,832,5,-4,1
12,52,261,832,-4,0,1
12,53,258,833,-3,1,1
12,54,246,839,-12,6,1
12,55,239,841,-7,2,1
12,56,245,835,6,-6,1
12,57,249,824,4,-11,1
12,58,247,823,-2,-1,1
12,59,252,827,5,4,1
12,60,258,828,6,1,1
12,61,249,832,-9,4,1
12,62,258,835,9,3,1
12,63,265,835,7,0,1
12,64,262,841,-3,6,1
13,0,365,510,0,0,3
13,1,360,512,-5,2,3
13,2,363,507,3,-5,3
13,3,366,511,3,4,3
13,4,363,510,-3,-1,3
13,5,362,508,-1,-2,3
13,6,363,510,1,2,3
13,7,366,504,3,-6,3
13,8,366,505,0,1,3
13,9,378,501,12,-4,3
13,10,378,497,0,-4,3
13,11,378,489,0,-8,3
13,12,380,479,2,-10,4
13,13,380,468,0,-11,4
13,14,379,471,-1,3,4
13,15,376,466,-3,-5,4
13,16,377,469,1,3,4
13,17,371,475,-6,6,4
13,18,373,479,2,4,4
13,19,382,474,9,-5,4
13,20,386,465,4,-9,4
13,21,387,457,1,-8,4
13,22,387,453,0,-4,4
13,23,388,451,1,-2,4
13,24,391,448,3,-3,4
13,25,392,445,1,-3,4
13,26,395,441,3,-4,4
13,27,397,430,2,-11,4
13,28,400,420,3,-10,4
13,29,405,414,5,-6,4
13,30,404,410,-1,-4,4
13,31,403,416,-1,6,4
13,32,402,417,-1,1,4
13,33,401,418,-1,1,4
13,34,400,418,-1,0,4
13,35,400,418,0,0,4
13,36,398,417,-2,-1,4
13,37,393,418,-5,1,4
13,38,389,418,-4,0,4
13,39,388,418,-1,0,4
13,40,386,417,-2,-1,4
13,41,386,415,0,-2,4
13,42,386,411,0,-4,4
13,43,390,387,4,-24,4
13,44,386,375,-4,-12,4
13,45,386,373,0,-2,4
13,46,385,373,-1,0,4
13,47,381,372,-4,-1,4
13,48,378,380,-3,8,4
13,49,371,381,-7,1,4
13,50,370,364,-1,-17,4
13,51,364,363,-6,-1,4
13,52,355,355,-9,-8,4
13,53,357,355,2,0,4
13,54,359,354,2,-1,4
13,55,360,352,1,-2,4
13,56,362,343,2,-9,4
13,57,358,337,-4,-6,4
13,58,360,333,2,-4,4
13,59,366,327,6,-6,4
13,60,364,320,-2,-7,4
13,61,365,312,1,-8,4
13,62,373,286,8,-26,4
13,63,377,272,4,-14,4
13,64,377,271,0,-1,4
13,65,379,266,2,-5,4
13,66,380,261,1,-5,4
13,67,379,261,-1,0,4
13,68,378,263,-1,2,4
13,69,414,239,36,-24,4
13,70,424,227,10,-12,4
13,71,429,219,5,-8,4
13,72,430,216,1,-3,4
13,73,437,215,7,-1,4
13,74,443,213,6,-2,4
13,75,443,214,0,1,4
13,76,446,212,3,-2,4
13,77,447,209,1,-3,4
13,78,443,210,-4,1,4
13,79,439,203,-4,-7,4
13,80,439,203,0,0,4
13,81,439,203,0,0,4
13,82,450,194,11,-9,4
13,83,450,195,0,1,4
13,84,468,194,18,-1,4
13,85,469,194,1,0,4
13,86,461,191,-8,-3,4
13,87,461,191,0,0,4
13,88,463,193,2,2,4
13,89,464,195,1,2,4
13,90,466,195,2,0,4
13,91,469,201,3,6,4
13,92,472,203,3,2,4
13,93,474,204,2,1,4
14,0,143,545,0,0,3
14,1,145,538,2,-7,3
14,2,149,543,4,5,3
14,3,142,539,-7,-4,3
14,4,143,534,1,-5,3
14,5,145,527,2,-7,3
14,6,147,530,2,3,3
14,7,148,526,1,-4,3
14,8,152,520,4,-6,3
14,9,151,517,-1,-3,3
14,10,146,515,-5,-2,3
14,11,144,513,-2,-2,3
14,12,145,513,1,0,3
14,13,148,510,3,-3,3
14,14,156,517,8,7,3
14,15,166,524,10,7,3
15,0,266,558,0,0,3
15,1,264,553,-2,-5,3
15,2,265,542,1,-11,3
15,3,262,545,-3,3,3
15,4,260,537,-2,-8,3
15,5,266,533,6,-4,3
15,6,252,538,-14,5,3
15,7,256,538,4,0,3
15,8,257,531,1,-7,3
15,9,250,532,-7,1,3
15,10,253,534,3,2,3
15,11,248,521,-5,-13,3
15,12,244,526,-4,5,3
15,13,247,518,3,-8,3
15,14,244,514,-3,-4,3
15,15,247,508,3,-6,3
15,16,247,509,0,1,3
15,17,250,511,3,2,3
15,18,244,507,-6,-4,3
15,19,243,508,-1,1,3
15,20,245,509,2,1,3
15,21,247,504,2,-5,3
15,22,254,500,7,-4,3
15,23,258,501,4,1,3
15,24,261,502,3,1,3
15,25,253,501,-8,-1,3
15,26,248,497,-5,-4,3
15,27,254,491,6,-6,3
15,28,250,483,-4,-8,3
15,29,251,480,1,-3,3
15,30,253,480,2,0,3
15,31,258,479,5,-1,3
15,32,258,475,0,-4,3
15,33,261,475,3,0,3
15,34,258,463,-3,-12,3
15,35,256,455,-2,-8,3
15,36,247,445,-9,-10,3
15,37,240,434,-7,-11,3
