cell, t, row, column, v_row, v_column, region
6,31,323,795,6,4,1
6,32,326,796,3,1,1
6,33,327,797,1,1,1
6,34,328,789,1,-8,1
6,35,325,789,-3,0,1
6,36,324,788,-1,-1,1
6,37,318,788,-6,0,1
6,38,321,787,3,-1,1
6,39,321,787,0,0,1
6,40,330,793,9,6,1
6,41,331,801,1,8,1
6,42,331,799,0,-2,1
6,43,328,792,-3,-7,1
6,44,336,791,8,-1,1
6,45,334,791,-2,0,1
6,46,326,794,-8,3,1
6,47,325,797,-1,3,1
6,48,325,803,0,6,1
6,49,325,804,0,1,1
6,50,329,807,4,3,1
6,51,330,808,1,1,1
6,52,331,801,1,-7,1
6,53,327,801,-4,0,1
6,54,326,796,-1,-5,1
6,55,322,791,-4,-5,1
6,56,318,789,-4,-2,1
6,57,312,789,-6,0,1
6,58,313,793,1,4,1
6,59,310,793,-3,0,1
6,60,305,796,-5,3,1
6,61,304,795,-1,-1,1
6,62,301,795,-3,0,1
6,63,304,796,3,1,1
6,64,306,796,2,0,1
6,65,307,796,1,0,1
6,66,308,801,1,5,1
6,67,309,803,1,2,1
6,68,310,804,1,1,1
6,69,310,804,0,0,1
6,70,311,807,1,3,1
6,71,311,807,0,0,1
6,72,307,806,-4,-1,1
6,73,307,805,0,-1,1
6,74,307,803,0,-2,1
6,75,308,800,1,-3,1
6,76,304,799,-4,-1,1
6,77,304,799,0,0,1
6,78,304,799,0,0,1
6,79,304,799,0,0,1
6,80,303,799,-1,0,1
6,81,302,799,-1,0,1
6,82,302,798,0,-1,1
6,83,302,798,0,0,1
6,84,302,798,0,0,1
6,85,302,798,0,0,1
6,86,302,798,0,0,1
6,87,302,798,0,0,1
6,88,302,798,0,0,1
6,89,302,797,0,-1,1
6,90,302,797,0,0,1
6,91,302,797,0,0,1
6,92,302,797,0,0,1
6,93,302,797,0,0,1
6,94,302,797,0,0,1
6,95,302,797,0,0,1
6,96,302,797,0,0,1
6,97,302,797,0,0,1
6,98,302,797,0,0,1
6,99,302,797,0,0,1
6,100,303,797,1,0,1
6,101,303,797,0,0,1
6,102,304,796,1,-1,1
6,103,303,796,-1,0,1
6,104,301,796,-2,0,1
6,105,301,797,0,1,1
6,106,301,797,0,0,1
6,107,301,798,0,1,1
6,108,301,798,0,0,1
6,109,301,798,0,0,1
6,110,301,798,0,0,1
6,111,301,798,0,0,1
6,112,301,798,0,0,1
6,113,302,798,1,0,1
6,114,303,799,1,1,1
6,115,303,799,0,0,1
6,116,303,800,0,1,1
6,117,303,800,0,0,1
6,118,303,800,0,0,1
6,119,303,800,0,0,1
7,0,339,745,0,0,1
7,1,333,746,-6,1,1
7,2,337,741,4,-5,1
7,3,332,738,-5,-3,1
7,4,327,737,-5,-1,1
7,5,328,737,1,0,1
7,6,319,739,-9,2,1
7,7,313,739,-6,0,1
7,8,322,733,9,-6,1
7,9,325,733,3,0,1
7,10,339,732,14,-1,1
7,11,341,733,2,1,1
7,12,341,729,0,-4,1
7,13,348,723,7,-6,1
7,14,339,714,-9,-9,1
7,15,350,714,11,0,1
7,16,347,707,-3,-7,1
7,17,340,705,-7,-2,1
7,18,341,708,1,3,1
7,19,336,707,-5,-1,1
7,20,343,708,7,1,1
7,21,344,707,1,-1,1
7,22,344,702,0,-5,1
7,23,345,706,1,4,1
7,24,338,706,-7,0,1
7,25,354,710,16,4,1
7,26,356,720,2,10,1
7,27,347,724,-9,4,1
7,28,352,726,5,2,1
7,29,355,727,3,1,1
7,30,359,727,4,0,1
7,31,350,727,-9,0,1
7,32,342,722,-8,-5,1
7,33,340,720,-2,-2,1
7,34,344,717,4,-3,1
7,35,340,719,-4,2,1
7,36,344,717,4,-2,1
7,37,344,727,0,10,1
7,38,346,726,2,-1,1
7,39,351,723,5,-3,1
7,40,353,721,2,-2,1
7,41,357,722,4,1,1
7,42,357,715,0,-7,1
7,43,362,711,5,-4,1
7,44,364,709,2,-2,1
7,45,371,701,7,-8,1
7,46,379,696,8,-5,1
7,47,380,696,1,0,1
7,48,384,692,4,-4,1
7,49,379,684,-5,-8,1
7,50,380,679,1,-5,1
7,51,381,673,1,-6,1
7,52,386,675,5,2,1
7,53,387,680,1,5,1
7,54,384,679,-3,-1,1
7,55,394,667,10,-12,2
7,56,394,663,0,-4,2
7,57,391,656,-3,-7,2
7,58,393,655,2,-1,2
7,59,389,647,-4,-8,2
7,60,383,642,-6,-5,2
7,61,372,638,-11,-4,2
7,62,373,641,1,3,2
7,63,365,646,-8,5,2
7,64,358,648,-7,2,2
7,65,355,642,-3,-6,2
7,66,350,641,-5,-1,2
7,67,349,644,-1,3,2
7,68,350,637,1,-7,2
7,69,353,638,3,1,2
7,70,353,643,0,5,2
7,71,346,645,-7,2,2
7,72,341,635,-5,-10,2
7,73,341,636,0,1,2
7,74,339,632,-2,-4,2
7,75,336,626,-3,-6,2
7,76,336,626,0,0,2
7,77,336,609,0,-17,2
7,78,339,593,3,-16,3
7,79,340,610,1,17,2
7,80,338,603,-2,-7,2
7,81,337,595,-1,-8,3
7,82,327,579,-10,-16,3
7,83,337,568,10,-11,3
7,84,334,571,-3,3,3
7,85,332,564,-2,-7,3
7,86,336,562,4,-2,3
7,87,332,564,-4,2,3
7,88,327,558,-5,-6,3
7,89,327,553,0,-5,3
7,90,324,554,-3,1,3
7,91,325,547,1,-7,3
7,92,330,534,5,-13,3
7,93,331,518,1,-16,3
7,94,333,517,2,-1,3
7,95,337,512,4,-5,4
7,96,340,510,3,-2,4
7,97,343,507,3,-3,4
7,98,344,501,1,-6,4
7,99,338,483,-6,-18,4
7,100,336,461,-2,-22,4
7,101,334,446,-2,-15,4
7,102,338,434,4,-12,4
7,103,337,433,-1,-1,4
7,104,342,432,5,-1,4
7,105,341,430,-1,-2,4
7,106,339,436,-2,6,4
7,107,344,436,5,0,4
7,108,344,438,0,2,4
7,109,338,443,-6,5,4
7,110,340,435,2,-8,4
7,111,342,430,2,-5,4
7,112,343,427,1,-3,4
7,113,344,423,1,-4,4
7,114,342,419,-2,-4,4
7,115,340,412,-2,-7,4
7,116,342,406,2,-6,4
7,117,346,375,4,-31,4
7,118,354,350,8,-25,4
7,119,354,356,0,6,4
8,0,292,750,0,0,1
8,1,300,753,8,3,1
8,2,296,772,-4,19,1
8,3,302,781,6,9,1
8,4,301,783,-1,2,1
8,5,307,785,6,2,1
8,6,305,781,-2,-4,1
8,7,317,782,12,1,1
8,8,311,785,-6,3,1
8,9,311,785,0,0,1
8,10,300,795,-11,10,1
8,11,295,813,-5,18,1
8,12,293,816,-2,3,1
8,13,294,823,1,7,1
8,14,277,822,-17,-1,1
8,15,262,828,-15,6,1
8,16,260,827,-2,-1,1
8,17,248,827,-12,0,1
8,18,244,825,-4,-2,1
8,19,262,820,18,-5,1
8,20,260,827,-2,7,1
8,21,269,827,9,0,1
8,22,274,833,5,6,1
8,23,273,841,-1,8,1
8,24,276,840,3,-1,1
8,25,269,844,-7,4,1
8,26,264,841,-5,-3,1
8,27,261,837,-3,-4,1
8,28,257,834,-4,-3,1
8,29,255,832,-2,-2,1
8,30,259,836,4,4,1
8,31,263,838,4,2,1
8,32,259,839,-4,1,1
8,33,259,841,0,2,1
8,34,260,841,1,0,1
8,35,270,836,10,-5,1
8,36,269,840,-1,4,1
8,37,270,848,1,8,1
8,38,272,844,2,-4,1
8,39,259,843,-13,-1,1
8,40,260,849,1,6,1
8,41,262,849,2,0,1
8,42,259,849,-3,0,1
8,43,262,851,3,2,1
8,44,265,853,3,2,1
8,45,259,858,-6,5,1
8,46,256,865,-3,7,1
8,47,268,877,12,12,1
8,48,280,884,12,7,1
8,49,296,880,16,-4,1
8,50,304,869,8,-11,1
8,51,305,865,1,-4,1
8,52,300,868,-5,3,1
8,53,289,851,-11,-17,1
8,54,289,851,0,0,1
8,55,287,847,-2,-4,1
8,56,289,850,2,3,1
8,57,299,858,10,8,1
8,58,299,872,0,14,1
8,59,305,871,6,-1,1
8,60,312,868,7,-3,1
8,61,314,873,2,5,1
8,62,313,878,-1,5,1
8,63,332,879,19,1,1
8,64,336,878,4,-1,1
8,65,349,876,13,-2,1
8,66,351,873,2,-3,1
8,67,341,878,-10,5,1
8,68,332,883,-9,5,1
8,69,322,879,-10,-4,1
8,70,319,874,-3,-5,1
8,71,300,869,-19,-5,1
8,72,300,870,0,1,1
8,73,314,872,14,2,1
8,74,324,874,10,2,1
8,75,338,876,14,2,1
8,76,342,875,4,-1,1
8,77,341,873,-1,-2,1
8,78,349,872,8,-1,1
8,79,355,873,6,1,1
8,80,347,879,-8,6,1
8,81,345,868,-2,-11,1
8,82,341,870,-4,2,1
8,83,349,859,8,-11,1
8,84,356,864,7,5,1
8,85,345,862,-11,-2,1
8,86,340,869,-5,7,1
8,87,334,865,-6,-4,1
8,88,339,865,5,0,1
8,89,340,862,1,-3,1
8,90,350,863,10,1,1
8,91,348,890,-2,27,1
8,92,350,895,2,5,1
8,93,352,901,2,6,1
8,94,360,908,8,7,1
8,95,362,918,2,10,1
8,96,359,922,-3,4,1
8,97,354,920,-5,-2,1
8,98,355,920,1,0,1
8,99,360,921,5,1,1
8,100,357,916,-3,-5,1
8,101,356,915,-1,-1,1
8,102,355,916,-1,1,1
8,103,347,918,-8,2,1
8,104,346,924,-1,6,1
8,105,346,923,0,-1,1
8,106,346,923,0,0,1
8,107,342,919,-4,-4,1
8,108,341,919,-1,0,1
8,109,340,919,-1,0,1
8,110,329,903,-11,-16,1
8,111,329,903,0,0,1
8,112,327,899,-2,-4,1
8,113,326,894,-1,-5,1
8,114,326,892,0,-2,1
8,115,325,893,-1,1,1
8,116,319,899,-6,6,1
8,117,319,909,0,10,1
8,118,310,903,-9,-6,1
8,119,306,904,-4,1,1
9,0,275,725,0,0,1
9,1,257,725,-18,0,1
9,2,256,724,-1,-1,1
9,3,260,722,4,-2,1
9,4,263,724,3,2,1
9,5,267,724,4,0,1
9,6,269,720,2,-4,1
9,7,268,725,-1,5,1
9,8,268,725,0,0,1
9,9,268,733,0,8,1
9,10,270,734,2,1,1
9,11,279,736,9,2,1
9,12,277,738,-2,2,1
9,13,282,733,5,-5,1
9,14,281,726,-1,-7,1
9,15,283,730,2,4,1
9,16,243,762,-40,32,1
9,17,243,744,0,-18,1
9,18,237,749,-6,5,1
9,19,243,747,6,-2,1
9,20,254,747,11,0,1
9,21,253,742,-1,-5,1
9,22,252,739,-1,-3,1
9,23,256,738,4,-1,1
9,24,253,738,-3,0,1
9,25,258,735,5,-3,1
9,26,258,738,0,3,1
9,27,261,736,3,-2,1
9,28,255,738,-6,2,1
9,29,250,740,-5,2,1
9,30,249,738,-1,-2,1
9,31,252,734,3,-4,1
9,32,249,731,-3,-3,1
9,33,238,734,-11,3,1
9,34,228,723,-10,-11,1
9,35,218,720,-10,-3,1
9,36,222,714,4,-6,1
9,37,222,700,0,-14,1
9,38,224,694,2,-6,1
9,39,229,698,5,4,1
9,40,228,696,-1,-2,1
9,41,233,691,5,-5,1
9,42,235,692,2,1,1
9,43,247,673,12,-19,1
9,44,239,649,-8,-24,1
9,45,255,636,16,-13,1
9,46,246,639,-9,3,1
9,47,231,649,-15,10,1
9,48,233,674,2,25,1
9,49,230,679,-3,5,1
9,50,230,678,0,-1,1
9,51,244,654,14,-24,1
9,52,241,660,-3,6,1
9,53,218,678,-23,18,1
9,54,219,684,1,6,1
9,55,228,682,9,-2,1
9,56,241,651,13,-31,1
9,57,241,650,0,-1,1
9,58,224,632,-17,-18,1
9,59,215,633,-9,1,1
9,60,231,626,16,-7,1
9,61,262,618,31,-8,2
9,62,276,615,14,-3,2
9,63,282,613,6,-2,2
9,64,302,598,20,-15,2
9,65,303,596,1,-2,2
9,66,292,582,-11,-14,3
9,67,275,542,-17,-40,3
9,68,269,530,-6,-12,3
9,69,241,538,-28,8,3
9,70,222,516,-19,-22,3
9,71,228,491,6,-25,3
9,72,233,465,5,-26,4
9,73,222,452,-11,-13,4
9,74,182,433,-40,-19,4
9,75,191,430,9,-3,4
9,76,214,410,23,-20,4
9,77,199,391,-15,-19,4
9,78,184,393,-15,2,4
9,79,213,404,29,11,4
9,80,223,406,10,2,4
9,81,235,396,12,-10,4
9,82,199,389,-36,-7,4
9,83,201,377,2,-12,4
9,84,204,379,3,2,4
9,85,195,371,-9,-8,4
9,86,196,367,1,-4,4
9,87,198,359,2,-8,4
9,88,186,356,-12,-3,4
9,89,199,367,13,11,4
9,90,198,371,-1,4,4
9,91,195,371,-3,0,4
9,92,193,364,-2,-7,4
9,93,195,357,2,-7,4
9,94,196,357,1,0,4
9,95,194,358,-2,1,4
9,96,194,358,0,0,4
9,97,194,352,0,-6,4
9,98,195,352,1,0,4
9,99,205,350,10,-2,4
9,100,208,352,3,2,4
9,101,205,352,-3,0,4
9,102,201,348,-4,-4,4
9,103,209,341,8,-7,4
9,104,213,339,4,-2,4
9,105,214,337,1,-2,4
9,106,211,339,-3,2,4
9,107,211,339,0,0,4
9,108,211,337,0,-2,4
9,109,213,329,2,-8,4
10,0,236,645,0,0,1
10,1,232,646,-4,1,1
10,2,224,618,-8,-28,1
10,3,221,594,-3,-24,2
10,3,220,595,-1,1,2
10,4,216,584,-4,-11,2
10,5,207,583,-9,-1,2
10,6,203,579,-4,-4,2
10,7,184,589,-19,10,2
10,8,184,594,0,5,2
10,9,181,592,-3,-2,2
10,10,181,590,0,-2,2
10,11,178,586,-3,-4,2
10,12,170,582,-8,-4,2
10,13,156,583,-14,1,2
10,14,161,586,5,3,2
10,15,167,587,6,1,2
10,16,162,589,-5,2,2
10,17,165,586,3,-3,2
10,18,170,580,5,-6,2
10,19,161,572,-9,-8,2
10,20,154,575,-7,3,2
10,21,149,576,-5,1,2
10,22,138,580,-11,4,1
10,23,133,578,-5,-2,1
10,24,122,582,-11,4,1
10,25,120,580,-2,-2,1
10,26,128,587,8,7,1
10,27,138,578,10,-9,2
10,28,139,582,1,4,1
10,29,144,585,5,3,1
10,30,138,587,-6,2,1
10,31,134,598,-4,11,1
10,32,149,583,15,-15,2
10,33,177,581,28,-2,2
10,34,173,574,-4,-7,2
10,35,161,575,-12,1,2
10,36,154,564,-7,-11,2
10,37,153,570,-1,6,2
10,38,134,581,-19,11,1
10,39,140,569,6,-12,2
10,40,145,568,5,-1,2
10,41,144,546,-1,-22,2
10,42,139,533,-5,-13,2
10,43,133,539,-6,6,2
10,44,136,535,3,-4,2
10,45,129,531,-7,-4,2
10,46,124,531,-5,0,2
10,47,107,548,-17,17,2
10,48,109,552,2,4,2
10,49,110,561,1,9,2
10,50,108,566,-2,5,1
10,51,104,578,-4,12,1
10,52,88,576,-16,-2,1
10,53,80,585,-8,9,1
10,54,82,587,2,2,1
10,55,75,599,-7,12,1
10,56,76,599,1,0,1
10,57,71,574,-5,-25,1
10,58,67,584,-4,10,1
10,59,63,587,-4,3,1
12,0,384,699,0,0,1
12,1,379,698,-5,-1,1
12,2,381,707,2,9,1
12,3,365,712,-16,5,1
12,4,370,716,5,4,1
12,5,360,690,-10,-26,1
12,6,369,691,9,1,1
12,7,369,687,0,-4,1
12,8,360,669,-9,-18,1
12,9,341,654,-19,-15,1
12,10,332,643,-9,-11,2
12,11,325,636,-7,-7,2
12,12,328,635,3,-1,2
12,13,334,622,6,-13,2
12,14,346,607,12,-15,3
12,15,337,605,-9,-2,3
12,16,337,602,0,-3,3
12,17,335,600,-2,-2,3
12,18,324,590,-11,-10,3
12,19,311,572,-13,-18,3
12,20,313,573,2,1,3
12,21,301,565,-12,-8,3
12,22,277,552,-24,-13,3
12,23,263,551,-14,-1,3
12,24,266,541,3,-10,3
12,25,254,531,-12,-10,3
12,26,266,522,12,-9,3
12,27,259,522,-7,0,3
12,28,276,531,17,9,3
12,29,279,528,3,-3,3
12,30,280,519,1,-9,3
12,31,285,514,5,-5,3
12,32,275,538,-10,24,3
12,33,256,557,-19,19,3
12,34,235,564,-21,7,3
12,35,230,560,-5,-4,3
12,36,211,546,-19,-14,3
12,37,188,539,-23,-7,3
12,38,170,534,-18,-5,2
12,39,166,522,-4,-12,3
12,40,151,523,-15,1,2
12,41,162,507,11,-16,3
12,42,173,475,11,-32,3
12,43,167,457,-6,-18,3
12,44,182,426,15,-31,4
12,45,177,419,-5,-7,4
12,46,158,417,-19,-2,4
12,47,158,410,0,-7,4
12,48,157,393,-1,-17,4
12,49,130,392,-27,-1,4
12,50,122,391,-8,-1,4
12,51,111,389,-11,-2,4
12,52,93,384,-18,-5,4
12,53,91,359,-2,-25,4
12,54,87,356,-4,-3,4
12,55,76,351,-11,-5,4
12,56,63,344,-13,-7,4
12,57,73,332,10,-12,4
12,58,74,333,1,1,4
12,59,77,318,3,-15,4
12,60,78,319,1,1,4
12,61,89,310,11,-9,4
12,62,85,299,-4,-11,4
12,63,82,270,-3,-29,4
12,64,82,243,0,-27,4
12,65,77,220,-5,-23,4
12,66,84,209,7,-11,4
12,67,89,200,5,-9,4
12,68,91,200,2,0,4
12,69,96,195,5,-5,4
12,70,98,177,2,-18,4
12,71,99,161,1,-16,4
12,72,88,126,-11,-35,4
12,73,90,124,2,-2,4
12,74,86,108,-4,-16,4
12,75,87,84,1,-24,4
12,76,82,69,-5,-15,4
12,77,82,71,0,2,4
12,78,81,75,-1,4,4
12,79,83,73,2,-2,4
12,80,91,68,8,-5,4
12,81,95,61,4,-7,4
12,82,89,51,-6,-10,4
12,83,85,43,-4,-8,4
12,84,87,49,2,6,4
12,85,92,50,5,1,4
12,86,95,50,3,0,4
12,87,95,50,0,0,4
12,88,94,50,-1,0,4
12,89,92,52,-2,2,4
12,90,92,52,0,0,4
12,91,96,50,4,-2,4
12,92,97,48,1,-2,4
12,93,100,37,3,-11,4
12,94,107,29,7,-8,4
12,95,108,24,1,-5,4
12,96,110,24,2,0,4
12,97,117,16,7,-8,4
12,98,124,15,7,-1,4
12,99,127,16,3,1,4
12,100,127,16,0,0,4
12,101,125,20,-2,4,4
12,102,122,20,-3,0,4
12,103,117,21,-5,1,4
12,104,116,16,-1,-5,4
12,105,118,7,2,-9,4
13,0,179,857,0,0,1
13,1,169,863,-10,6,1
13,2,165,857,-4,-6,1
13,3,166,861,1,4,1
13,4,174,849,8,-12,1
13,5,173,853,-1,4,1
13,6,179,858,6,5,1
13,7,179,855,0,-3,1
13,8,179,855,0,0,1
13,9,175,852,-4,-3,1
13,10,175,852,0,0,1
13,11,175,852,0,0,1
13,12,175,852,0,0,1
13,13,175,852,0,0,1
13,14,175,852,0,0,1
13,15,175,852,0,0,1
13,16,175,852,0,0,1
13,17,175,852,0,0,1
13,18,175,852,0,0,1
13,19,175,852,0,0,1
13,20,176,852,1,0,1
13,21,176,852,0,0,1
13,22,176,852,0,0,1
13,23,176,852,0,0,1
13,24,176,852,0,0,1
13,25,176,852,0,0,1
13,26,176,852,0,0,1
13,27,176,852,0,0,1
13,28,176,852,0,0,1
13,29,176,852,0,0,1
13,30,176,852,0,0,1
13,31,176,852,0,0,1
13,32,176,852,0,0,1
13,33,177,853,1,1,1
13,34,177,853,0,0,1
13,35,177,853,0,0,1
