cell, t, row, column, v_row, v_column, region
11,26,348,153,-2,5,1
11,27,350,157,2,4,1
11,28,348,160,-2,3,1
11,29,338,162,-10,2,1
11,30,327,166,-11,4,1
11,31,323,168,-4,2,1
11,32,323,169,0,1,1
11,33,325,165,2,-4,1
11,34,330,161,5,-4,1
11,35,333,160,3,-1,1
11,36,333,163,0,3,1
11,37,329,161,-4,-2,1
11,38,327,160,-2,-1,1
11,39,326,159,-1,-1,1
11,40,323,157,-3,-2,1
11,41,319,157,-4,0,1
11,42,316,157,-3,0,1
11,43,323,170,7,13,1
11,44,329,173,6,3,1
11,45,329,174,0,1,1
11,46,342,171,13,-3,1
11,47,337,175,-5,4,2
11,48,337,175,0,0,2
11,49,336,170,-1,-5,2
11,50,328,170,-8,0,2
11,51,333,171,5,1,2
11,52,335,171,2,0,2
11,53,336,169,1,-2,2
11,54,340,168,4,-1,2
11,55,337,167,-3,-1,2
11,56,335,167,-2,0,2
11,57,333,167,-2,0,2
11,58,336,164,3,-3,2
11,59,339,164,3,0,2
11,60,339,164,0,0,2
11,61,340,164,1,0,2
11,62,341,164,1,0,2
11,63,341,168,0,4,2
11,64,343,168,2,0,2
11,65,341,169,-2,1,2
11,66,340,170,-1,1,2
11,67,342,167,2,-3,1
11,68,339,167,-3,0,1
11,69,334,162,-5,-5,1
11,70,332,159,-2,-3,1
11,71,330,166,-2,7,1
11,72,332,164,2,-2,1
11,73,331,162,-1,-2,1
11,74,331,166,0,4,1
11,75,335,162,4,-4,2
11,76,335,162,0,0,2
11,77,338,170,3,8,2
11,78,339,171,1,1,2
11,79,339,171,0,0,1
11,80,337,174,-2,3,1
11,81,338,173,1,-1,1
11,82,339,168,1,-5,1
11,83,344,170,5,2,1
11,84,344,170,0,0,1
11,85,345,171,1,1,1
11,86,345,171,0,0,1
11,87,343,178,-2,7,2
11,88,343,189,0,11,2
12,0,320,103,0,0,1
12,1,316,105,-4,2,1
12,2,316,107,0,2,1
12,3,319,103,3,-4,1
12,4,321,95,2,-8,1
12,5,312,100,-9,5,1
12,6,311,100,-1,0,1
12,7,320,94,9,-6,1
12,8,336,92,16,-2,1
12,9,341,92,5,0,1
12,10,348,92,7,0,1
12,11,346,94,-2,2,1
12,12,350,92,4,-2,1
12,13,348,91,-2,-1,1
12,14,344,90,-4,-1,1
12,15,342,89,-2,-1,1
12,16,339,79,-3,-10,1
12,17,342,75,3,-4,1
12,18,335,75,-7,0,1
12,19,334,84,-1,9,1
12,20,334,84,0,0,1
12,21,335,90,1,6,1
12,22,325,90,-10,0,1
12,23,316,85,-9,-5,1
12,24,306,87,-10,2,1
12,25,304,85,-2,-2,1
12,26,308,91,4,6,1
12,27,314,95,6,4,1
12,28,311,98,-3,3,1
12,29,320,98,9,0,1
12,30,331,105,11,7,1
12,31,337,111,6,6,1
12,32,341,114,4,3,1
12,33,332,119,-9,5,1
12,34,331,116,-1,-3,1
12,35,324,120,-7,4,1
12,36,331,117,7,-3,1
12,37,335,115,4,-2,1
12,38,331,118,-4,3,1
12,39,330,114,-1,-4,1
12,40,328,101,-2,-13,1
12,41,330,97,2,-4,1
12,42,322,110,-8,13,1
12,43,323,113,1,3,1
12,44,328,111,5,-2,1
12,45,340,113,12,2,1
12,46,342,114,2,1,1
12,47,340,116,-2,2,2
12,48,341,117,1,1,2
12,49,341,122,0,5,2
12,50,349,127,8,5,2
12,51,361,128,12,1,2
12,52,366,129,5,1,2
12,53,345,124,-21,-5,2
12,54,349,112,4,-12,2
12,55,374,119,25,7,2
12,56,366,112,-8,-7,2
12,57,369,117,3,5,2
12,58,379,118,10,1,2
12,59,387,116,8,-2,2
12,60,389,115,2,-1,2
12,61,382,113,-7,-2,2
12,62,370,112,-12,-1,2
12,63,358,109,-12,-3,2
12,64,355,112,-3,3,2
12,65,360,111,5,-1,2
12,66,359,107,-1,-4,2
12,67,356,107,-3,0,1
12,68,344,106,-12,-1,1
12,69,329,110,-15,4,1
12,70,325,110,-4,0,1
12,71,318,109,-7,-1,1
12,72,324,117,6,8,1
12,73,318,118,-6,1,1
12,74,314,118,-4,0,1
12,75,314,120,0,2,2
12,76,313,122,-1,2,2
12,77,318,125,5,3,2
12,78,321,125,3,0,2
12,79,327,119,6,-6,1
12,80,320,120,-7,1,1
12,81,321,120,1,0,1
12,82,326,128,5,8,1
12,83,336,131,10,3,1
12,84,347,122,11,-9,1
12,85,352,111,5,-11,1
12,86,355,107,3,-4,1
12,87,366,96,11,-11,2
12,88,377,95,11,-1,2
13,0,460,99,0,0,1
13,1,452,102,-8,3,1
13,2,460,93,8,-9,1
13,3,466,84,6,-9,1
13,4,463,90,-3,6,1
13,5,468,92,5,2,1
13,6,461,95,-7,3,1
13,7,458,100,-3,5,1
13,8,462,100,4,0,1
13,9,472,106,10,6,1
13,10,474,101,2,-5,1
13,11,479,101,5,0,1
13,12,471,100,-8,-1,1
13,13,470,100,-1,0,1
13,14,468,96,-2,-4,1
13,15,476,93,8,-3,1
13,16,478,90,2,-3,1
13,17,474,91,-4,1,1
13,18,478,93,4,2,1
13,19,479,96,1,3,1
13,20,477,96,-2,0,1
13,21,478,95,1,-1,1
13,22,475,101,-3,6,1
13,23,477,111,2,10,1
13,24,475,113,-2,2,1
13,25,479,120,4,7,1
13,26,480,123,1,3,1
13,27,480,133,0,10,1
13,28,478,134,-2,1,1
13,29,478,133,0,-1,1
13,30,478,133,0,0,1
13,31,480,137,2,4,1
13,32,481,140,1,3,1
13,33,481,149,0,9,1
13,34,475,145,-6,-4,1
13,35,475,144,0,-1,1
13,36,484,144,9,0,1
13,37,491,140,7,-4,1
13,38,497,138,6,-2,1
13,39,502,132,5,-6,1
13,40,498,131,-4,-1,1
13,41,500,119,2,-12,1
13,42,503,107,3,-12,1
13,43,503,110,0,3,1
13,44,503,117,0,7,1
13,45,493,123,-10,6,1
13,46,482,114,-11,-9,1
13,47,474,106,-8,-8,2
13,48,474,103,0,-3,2
13,49,480,104,6,1,2
13,50,483,108,3,4,2
13,51,484,108,1,0,2
13,52,483,109,-1,1,2
13,53,485,109,2,0,2
13,54,486,110,1,1,2
13,55,483,108,-3,-2,2
13,56,481,106,-2,-2,2
13,57,485,106,4,0,2
13,58,485,103,0,-3,2
13,59,485,101,0,-2,2
13,60,488,97,3,-4,2
13,61,491,102,3,5,2
13,62,489,102,-2,0,2
13,63,487,102,-2,0,2
13,64,486,103,-1,1,2
13,65,485,104,-1,1,2
13,66,482,101,-3,-3,2
13,67,481,105,-1,4,1
13,68,479,105,-2,0,1
13,69,477,107,-2,2,1
13,70,477,112,0,5,1
13,71,477,112,0,0,1
13,72,477,109,0,-3,1
13,73,480,108,3,-1,1
13,74,480,108,0,0,1
13,75,480,110,0,2,2
13,76,481,117,1,7,2
13,77,482,117,1,0,2
13,78,482,109,0,-8,2
13,79,482,109,0,0,1
13,80,480,112,-2,3,1
13,81,479,111,-1,-1,1
13,82,481,106,2,-5,1
13,83,481,106,0,0,1
13,84,481,106,0,0,1
13,85,481,106,0,0,1
13,86,485,105,4,-1,1
13,87,489,103,4,-2,2
13,88,485,105,-4,2,2
14,0,186,68,0,0,4
14,1,180,66,-6,-2,4
14,2,178,66,-2,0,4
14,3,177,63,-1,-3,4
14,4,171,65,-6,2,4
14,5,151,66,-20,1,4
14,6,146,66,-5,0,4
14,7,139,64,-7,-2,4
14,8,136,67,-3,3,4
14,9,125,70,-11,3,4
14,10,109,68,-16,-2,4
14,11,97,71,-12,3,4
14,12,83,63,-14,-8,4
14,13,88,65,5,2,4
14,14,77,67,-11,2,4
14,15,74,68,-3,1,4
14,16,66,67,-8,-1,4
14,17,59,69,-7,2,4
14,18,52,70,-7,1,4
14,19,48,71,-4,1,4
14,20,51,70,3,-1,4
15,0,137,203,0,0,4
15,1,141,198,4,-5,4
15,2,141,195,0,-3,4
15,3,140,190,-1,-5,4
15,4,139,197,-1,7,4
15,5,138,198,-1,1,4
15,6,142,195,4,-3,4
15,7,144,196,2,1,4
15,8,144,197,0,1,4
15,9,143,195,-1,-2,4
15,10,142,196,-1,1,4
15,11,140,199,-2,3,4
15,12,140,200,0,1,4
15,13,140,202,0,2,4
15,14,143,203,3,1,4
15,15,141,208,-2,5,4
15,16,140,211,-1,3,4
15,17,147,208,7,-3,4
15,18,147,208,0,0,4
15,19,140,204,-7,-4,4
15,20,139,202,-1,-2,4
15,21,142,200,3,-2,4
15,22,145,202,3,2,4
15,23,151,198,6,-4,4
15,24,150,188,-1,-10,4
15,25,152,180,2,-8,4
15,26,148,180,-4,0,4
15,27,140,181,-8,1,4
15,28,138,182,-2,1,4
15,29,144,185,6,3,4
15,30,146,181,2,-4,3
15,31,144,179,-2,-2,4
15,32,139,180,-5,1,4
15,33,139,181,0,1,4
15,34,139,186,0,5,4
15,35,145,191,6,5,4
15,36,143,193,-2,2,3
15,37,144,197,1,4,3
15,38,148,195,4,-2,3
15,39,147,198,-1,3,3
15,40,143,196,-4,-2,3
15,41,143,196,0,0,3
15,42,142,195,-1,-1,3
15,43,139,188,-3,-7,3
15,44,139,188,0,0,3
15,45,135,190,-4,2,3
15,46,133,191,-2,1,3
15,47,136,190,3,-1,4
15,48,137,189,1,-1,4
15,49,137,189,0,0,4
15,50,137,192,0,3,4
15,51,137,192,0,0,4
15,52,137,192,0,0,4
15,53,137,192,0,0,4
15,54,137,192,0,0,4
15,55,137,192,0,0,4
15,56,137,192,0,0,4
15,57,137,192,0,0,4
15,58,137,192,0,0,4
15,59,134,193,-3,1,4
15,60,131,192,-3,-1,4
15,61,131,192,0,0,4
15,62,129,192,-2,0,4
15,63,125,193,-4,1,4
15,64,125,194,0,1,4
15,65,126,194,1,0,4
15,66,126,194,0,0,4
15,67,126,195,0,1,3
15,68,126,196,0,1,3
15,69,126,199,0,3,3
15,70,125,200,-1,1,3
15,71,126,202,1,2,3
15,72,126,202,0,0,3
15,73,127,202,1,0,3
15,74,127,202,0,0,3
15,75,127,201,0,-1,4
15,76,127,201,0,0,4
15,77,126,202,-1,1,4
15,78,124,204,-2,2,4
15,79,124,203,0,-1,3
15,80,126,201,2,-2,3
15,81,126,200,0,-1,3
15,82,127,195,1,-5,3
15,83,128,195,1,0,3
15,84,128,194,0,-1,3
15,85,128,194,0,0,3
15,86,128,195,0,1,3
15,87,128,197,0,2,4
15,88,128,197,0,0,4
16,0,136,277,0,0,4
16,1,133,279,-3,2,4
16,2,131,280,-2,1,4
16,3,133,280,2,0,4
16,4,137,280,4,0,4
16,5,142,281,5,1,4
16,6,143,281,1,0,4
16,7,145,281,2,0,4
16,8,144,291,-1,10,4
16,9,149,288,5,-3,4
16,10,149,289,0,1,4
16,11,149,287,0,-2,4
16,12,149,289,0,2,4
16,13,149,289,0,0,4
16,14,149,287,0,-2,4
16,15,147,284,-2,-3,4
16,16,145,284,-2,0,4
16,17,145,284,0,0,4
16,18,146,284,1,0,4
16,19,146,284,0,0,4
16,20,146,288,0,4,4
16,21,146,288,0,0,4
16,22,146,288,0,0,4
16,23,146,289,0,1,4
16,24,146,292,0,3,4
16,25,146,292,0,0,4
16,26,146,291,0,-1,4
16,27,149,288,3,-3,4
16,28,151,289,2,1,4
16,29,151,289,0,0,4
16,30,155,296,4,7,4
16,31,163,296,8,0,4
16,32,162,298,-1,2,4
16,33,163,297,1,-1,4
16,34,164,298,1,1,4
16,35,166,299,2,1,4
16,36,163,293,-3,-6,4
16,37,163,298,0,5,4
16,38,163,298,0,0,4
16,39,163,298,0,0,4
16,40,162,297,-1,-1,3
16,41,160,297,-2,0,3
16,42,159,298,-1,1,3
16,43,160,298,1,0,3
16,44,160,299,0,1,3
16,45,157,298,-3,-1,3
16,46,157,298,0,0,3
16,47,156,300,-1,2,4
16,48,157,300,1,0,4
16,49,156,301,-1,1,4
16,50,155,301,-1,0,4
16,51,155,301,0,0,4
16,52,155,301,0,0,4
16,53,155,306,0,5,4
16,54,155,306,0,0,4
16,55,154,307,-1,1,4
16,56,151,307,-3,0,4
16,57,151,305,0,-2,4
16,58,151,304,0,-1,4
16,59,153,303,2,-1,4
16,60,152,302,-1,-1,4
16,61,151,303,-1,1,4
16,62,151,303,0,0,4
16,63,151,302,0,-1,4
16,64,149,301,-2,-1,4
16,65,149,293,0,-8,4
16,66,149,293,0,0,4
16,67,149,292,0,-1,3
16,68,149,296,0,4,3
16,69,149,296,0,0,3
16,70,150,296,1,0,3
16,71,150,297,0,1,3
16,72,149,297,-1,0,3
16,73,149,297,0,0,3
16,74,149,297,0,0,3
16,75,149,297,0,0,4
16,76,149,297,0,0,4
16,77,149,297,0,0,4
16,78,147,298,-2,1,4
16,79,146,299,-1,1,3
16,80,145,299,-1,0,4
16,81,145,299,0,0,4
16,82,144,299,-1,0,4
16,83,144,298,0,-1,4
16,84,145,298,1,0,4
16,85,145,297,0,-1,4
16,86,145,296,0,-1,4
16,87,145,295,0,-1,4
16,88,145,295,0,0,4
17,0,125,380,0,0,4
17,1,122,381,-3,1,4
17,2,122,381,0,0,4
17,3,122,380,0,-1,4
17,4,122,380,0,0,4
17,5,122,379,0,-1,4
17,6,122,379,0,0,4
17,7,122,380,0,1,4
17,8,118,385,-4,5,4
17,9,113,390,-5,5,4
17,10,113,390,0,0,4
17,11,111,390,-2,0,4
17,12,108,390,-3,0,4
17,13,107,393,-1,3,4
17,14,107,393,0,0,4
17,15,107,393,0,0,4
17,16,107,393,0,0,4
17,17,107,392,0,-1,4
17,18,108,392,1,0,4
17,19,114,392,6,0,4
17,20,114,392,0,0,4
17,21,114,392,0,0,4
17,22,114,392,0,0,4
17,23,116,392,2,0,4
17,24,116,392,0,0,4
17,25,107,391,-9,-1,4
17,26,106,390,-1,-1,4
17,27,106,389,0,-1,4
